Nazwa urzadzenia,Cena (zł),Ocena,Liczba ocen,Czy dostepny,Typ urzadzenia,Sklep,Data
Apple AirPods Pro 2 gen MagSafe,,4.9,10.0,0,Słuchawki (dokanałowe),OleOle!,2024-11-30
Apple AirPods 2 gen,483.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-11-30
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-11-30
JBL Tune 520 BT,135.0,4.7,19.0,1,Słuchawki (nauszne),OleOle!,2024-11-30
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-11-30
Soundcore Liberty 4 NC,279.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-11-30
Sony WHCH720 ANC,287.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-11-30
Apple AirPods 4 gen,569.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-11-30
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),779.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-11-30
Samsung Galaxy Tab A9 (X110) 128GB,749.0,,0.0,1,Tablet,OleOle!,2024-11-30
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-11-30
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-11-30
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-11-30
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-11-30
Xiaomi Redmi Pad Pro 8/256GB,1599.0,,0.0,1,Tablet,OleOle!,2024-11-30
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,1.0,1,Tablet,OleOle!,2024-11-30
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-11-30
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-11-30
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1339.0,4.5,2.0,1,Monitor,OleOle!,2024-11-30
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-11-30
"ASUS VY279HGE - 27""",699.0,4.4,1.0,1,Monitor,OleOle!,2024-11-30
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-11-30
"LG UltraGear 27GS85Q-B - 27""",1099.0,4.5,2.0,1,Monitor,OleOle!,2024-11-30
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-01
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-01
Apple AirPods Pro 2 gen MagSafe,,4.9,10.0,0,Słuchawki (dokanałowe),OleOle!,2024-12-01
Apple AirPods 2 gen,483.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-01
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-01
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-01
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-01
Soundcore Liberty 4 NC,279.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-01
Sony WHCH720 ANC,287.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-01
Apple AirPods 4 gen,569.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-01
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),779.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-01
Samsung Galaxy Tab A9 (X110) 128GB,749.0,,0.0,1,Tablet,OleOle!,2024-12-01
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-12-01
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-01
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-01
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-01
Xiaomi Redmi Pad Pro 8/256GB,1599.0,,0.0,1,Tablet,OleOle!,2024-12-01
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-01
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-01
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-01
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1339.0,4.5,2.0,1,Monitor,OleOle!,2024-12-01
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-12-01
"ASUS VY279HGE - 27""",699.0,4.4,1.0,1,Monitor,OleOle!,2024-12-01
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-01
"LG UltraGear 27GS85Q-B - 27""",1099.0,4.5,2.0,1,Monitor,OleOle!,2024-12-01
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-02
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-02
Apple AirPods Pro 2 gen MagSafe,849.0,4.9,10.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-02
Apple AirPods 2 gen,483.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-02
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-02
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-02
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-02
Soundcore Liberty 4 NC,279.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-02
Sony WHCH720 ANC,287.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-02
Apple AirPods 4 gen,529.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-02
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),779.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-02
Samsung Galaxy Tab A9 (X110) 128GB,749.0,,0.0,1,Tablet,OleOle!,2024-12-02
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-12-02
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-02
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-02
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-02
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,OleOle!,2024-12-02
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-02
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-02
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-02
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1339.0,4.5,2.0,1,Monitor,OleOle!,2024-12-02
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-12-02
"ASUS VY279HGE - 27""",699.0,4.4,1.0,1,Monitor,OleOle!,2024-12-02
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-02
"LG UltraGear 27GS85Q-B - 27""",1099.0,4.5,2.0,1,Monitor,OleOle!,2024-12-02
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-03
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-03
Apple AirPods Pro 2 gen MagSafe,999.0,4.9,10.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-03
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-03
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-03
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-03
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-03
Soundcore Liberty 4 NC,289.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-03
Sony WHCH720 ANC,287.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-03
Apple AirPods 4 gen,607.28,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-03
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),841.45,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-03
Samsung Galaxy Tab A9 (X110) 128GB,749.0,,0.0,1,Tablet,OleOle!,2024-12-03
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-12-03
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-03
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-03
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-03
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,OleOle!,2024-12-03
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-03
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-03
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-03
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1339.0,4.5,2.0,1,Monitor,OleOle!,2024-12-03
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-12-03
"ASUS VY279HGE - 27""",699.0,4.4,1.0,1,Monitor,OleOle!,2024-12-03
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-03
"LG UltraGear 27GS85Q-B - 27""",1249.0,4.5,2.0,1,Monitor,OleOle!,2024-12-03
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-04
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-04
Apple AirPods Pro 2 gen MagSafe,999.0,4.9,10.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-04
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-04
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-04
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-04
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-04
Soundcore Liberty 4 NC,289.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-04
Sony WHCH720 ANC,329.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-04
Apple AirPods 4 gen,607.28,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-04
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),841.45,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-04
Samsung Galaxy Tab A9 (X110) 128GB,749.0,,0.0,1,Tablet,OleOle!,2024-12-04
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-12-04
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-04
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-04
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-04
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,OleOle!,2024-12-04
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-04
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-04
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-04
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1339.0,4.5,2.0,1,Monitor,OleOle!,2024-12-04
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-12-04
"ASUS VY279HGE - 27""",699.0,4.4,1.0,1,Monitor,OleOle!,2024-12-04
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-04
"LG UltraGear 27GS85Q-B - 27""",1249.0,4.5,2.0,1,Monitor,OleOle!,2024-12-04
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-05
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-05
Apple AirPods Pro 2 gen MagSafe,999.0,4.9,10.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-05
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-05
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-05
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-05
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-05
Soundcore Liberty 4 NC,335.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-05
Sony WHCH720 ANC,329.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-05
Apple AirPods 4 gen,607.28,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-05
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),841.45,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-05
Samsung Galaxy Tab A9 (X110) 128GB,749.0,,0.0,1,Tablet,OleOle!,2024-12-05
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-12-05
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-05
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-05
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-05
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,OleOle!,2024-12-05
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-05
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-05
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-05
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1359.0,4.5,2.0,1,Monitor,OleOle!,2024-12-05
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-12-05
"ASUS VY279HGE - 27""",699.0,4.4,1.0,1,Monitor,OleOle!,2024-12-05
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-05
"LG UltraGear 27GS85Q-B - 27""",1199.0,4.5,2.0,1,Monitor,OleOle!,2024-12-05
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-06
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-06
Apple AirPods Pro 2 gen MagSafe,999.0,4.9,10.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-06
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-06
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-06
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-06
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-06
Soundcore Liberty 4 NC,335.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-06
Sony WHCH720 ANC,329.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-06
Apple AirPods 4 gen,595.75,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-06
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),841.45,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-06
Samsung Galaxy Tab A9 (X110) 128GB,699.0,,0.0,1,Tablet,OleOle!,2024-12-06
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1949.0,,0.0,1,Tablet,OleOle!,2024-12-06
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-06
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-06
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-06
Xiaomi Redmi Pad Pro 8/256GB,1599.0,,0.0,1,Tablet,OleOle!,2024-12-06
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-06
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-06
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-06
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1359.0,4.5,2.0,1,Monitor,OleOle!,2024-12-06
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",599.0,4.4,1.0,1,Monitor,OleOle!,2024-12-06
"ASUS VY279HGE - 27""",,,0.0,0,Monitor,OleOle!,2024-12-06
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-06
"LG UltraGear 27GS85Q-B - 27""",1149.0,4.5,2.0,1,Monitor,OleOle!,2024-12-06
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-07
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-07
Apple AirPods Pro 2 gen MagSafe,999.0,4.9,11.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-07
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-07
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-07
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-07
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-07
Soundcore Liberty 4 NC,335.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-07
Sony WHCH720 ANC,329.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-07
Apple AirPods 4 gen,595.75,5.0,1.0,1,Słuchawki (douszne),OleOle!,2024-12-07
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),841.45,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-07
Samsung Galaxy Tab A9 (X110) 128GB,699.0,,0.0,1,Tablet,OleOle!,2024-12-07
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-12-07
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-07
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-07
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-07
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,OleOle!,2024-12-07
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-07
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-07
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-07
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1359.0,4.5,2.0,1,Monitor,OleOle!,2024-12-07
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",599.0,4.4,1.0,1,Monitor,OleOle!,2024-12-07
"ASUS VY279HGE - 27""",,,0.0,0,Monitor,OleOle!,2024-12-07
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-07
"LG UltraGear 27GS85Q-B - 27""",1149.0,4.5,2.0,1,Monitor,OleOle!,2024-12-07
Samsung Galaxy Buds 3,499.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-08
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-08
Apple AirPods Pro 2 gen MagSafe,999.0,4.9,11.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-08
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-08
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-08
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-08
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-08
Soundcore Liberty 4 NC,335.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-08
Sony WHCH720 ANC,329.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-08
Apple AirPods 4 gen,595.75,5.0,1.0,1,Słuchawki (douszne),OleOle!,2024-12-08
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),841.45,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-08
Samsung Galaxy Tab A9 (X110) 128GB,699.0,,0.0,1,Tablet,OleOle!,2024-12-08
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,,0.0,1,Tablet,OleOle!,2024-12-08
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-08
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-08
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-08
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,OleOle!,2024-12-08
Samsung Galaxy Tab A9+ (X210) 128GB,1299.0,5.0,1.0,1,Tablet,OleOle!,2024-12-08
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-08
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-08
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1359.0,4.5,2.0,1,Monitor,OleOle!,2024-12-08
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-12-08
"ASUS VY279HGE - 27""",,,0.0,0,Monitor,OleOle!,2024-12-08
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-08
"LG UltraGear 27GS85Q-B - 27""",1149.0,4.5,2.0,1,Monitor,OleOle!,2024-12-08
Samsung Galaxy Buds 3,749.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-09
Apple AirPods 3 gen (Lightning Charging Case),,4.6,7.0,0,Słuchawki (douszne),OleOle!,2024-12-09
Apple AirPods Pro 2 gen MagSafe,999.0,4.9,11.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-09
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-09
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-09
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-09
Technics EAH-A800E-K,859.0,,0.0,1,Słuchawki (nauszne),OleOle!,2024-12-09
Soundcore Liberty 4 NC,335.0,4.8,2.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-09
Sony WHCH720 ANC,329.0,4.8,6.0,1,Słuchawki (nauszne),OleOle!,2024-12-09
Apple AirPods 4 gen,595.75,5.0,1.0,1,Słuchawki (douszne),OleOle!,2024-12-09
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),841.45,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-09
Samsung Galaxy Tab A9 (X110) 128GB,699.0,,0.0,1,Tablet,OleOle!,2024-12-09
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1949.0,,0.0,1,Tablet,OleOle!,2024-12-09
"Apple iPad 10.2"" A13 (9.gen) 64GB",,4.8,12.0,0,Tablet,OleOle!,2024-12-09
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.8,6.0,1,Tablet,OleOle!,2024-12-09
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,,4.7,4.0,0,Tablet,OleOle!,2024-12-09
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,OleOle!,2024-12-09
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,1.0,1,Tablet,OleOle!,2024-12-09
"LG UltraFine 27UN880P-B - 27""",,,0.0,0,Monitor,OleOle!,2024-12-09
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",,3.2,1.0,0,Monitor,OleOle!,2024-12-09
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",1359.0,4.5,2.0,1,Monitor,OleOle!,2024-12-09
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",,,0.0,0,Monitor,OleOle!,2024-12-09
"ASUS VY279HGE - 27""",,,0.0,0,Monitor,OleOle!,2024-12-09
"Xiaomi A27i - 27""",402.0,4.5,2.0,1,Monitor,OleOle!,2024-12-09
"LG UltraGear 27GS85Q-B - 27""",1149.0,4.5,2.0,1,Monitor,OleOle!,2024-12-09
Samsung Galaxy Buds 3,749.0,,0.0,1,Słuchawki (douszne),OleOle!,2024-12-10
Apple AirPods 3 gen (Lightning Charging Case),699.0,4.6,7.0,1,Słuchawki (douszne),OleOle!,2024-12-10
Apple AirPods Pro 2 gen MagSafe,999.0,4.6,12.0,1,Słuchawki (dokanałowe),OleOle!,2024-12-10
Apple AirPods 2 gen,519.0,4.8,53.0,1,Słuchawki (douszne),OleOle!,2024-12-10
JBL Tune 770 BT NC,,5.0,2.0,0,Słuchawki (nauszne),OleOle!,2024-12-10
JBL Tune 520 BT,,4.7,19.0,0,Słuchawki (nauszne),OleOle!,2024-12-10
