Nazwa urzadzenia,Cena (zł),Ocena,Liczba ocen,Czy dostepny,Typ urzadzenia,Sklep,Data
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-11-30
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-11-30
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-11-30
Apple AirPods 2 gen,566,5,15,1,Słuchawki (douszne),Komputronik,2024-11-30
JBL Tune 770 BT NC Czarny,349,5,4,1,Słuchawki (nauszne),Komputronik,2024-11-30
JBL Tune 520 BT Czarne,141,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-11-30
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-11-30
Soundcore Liberty 4 NC Czarne,269,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-11-30
Sony WHCH720 Czarne,287,5,22,1,Słuchawki (nauszne),Komputronik,2024-11-30
Apple AirPods 4 gen,594,,0,1,Słuchawki (douszne),Komputronik,2024-11-30
Apple AirPods 4 gen ANC,840,,0,1,Słuchawki (douszne),Komputronik,2024-11-30
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,0,Tablet,Komputronik,2024-11-30
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,3,0,Tablet,Komputronik,2024-11-30
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-11-30
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-11-30
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-11-30
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1599,,0,0,Tablet,Komputronik,2024-11-30
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,1,Tablet,Komputronik,2024-11-30
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-11-30
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-11-30
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,1,Monitor,Komputronik,2024-11-30
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-11-30
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-11-30
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,402,5,1,1,Monitor,Komputronik,2024-11-30
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1049,5,1,1,Monitor,Komputronik,2024-11-30
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-01
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-01
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-01
Apple AirPods 2 gen,566,5,15,1,Słuchawki (douszne),Komputronik,2024-12-01
JBL Tune 770 BT NC Czarny,279,5,4,1,Słuchawki (nauszne),Komputronik,2024-12-01
JBL Tune 520 BT Czarne,141,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-01
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-01
Soundcore Liberty 4 NC Czarne,269,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-01
Sony WHCH720 Czarne,287,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-01
Apple AirPods 4 gen,594,,0,1,Słuchawki (douszne),Komputronik,2024-12-01
Apple AirPods 4 gen ANC,840,,0,1,Słuchawki (douszne),Komputronik,2024-12-01
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,0,Tablet,Komputronik,2024-12-01
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,3,0,Tablet,Komputronik,2024-12-01
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-12-01
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-01
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-01
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1599,,0,0,Tablet,Komputronik,2024-12-01
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-01
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-01
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-01
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-01
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-12-01
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-12-01
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,402,5,1,1,Monitor,Komputronik,2024-12-01
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1049,5,1,1,Monitor,Komputronik,2024-12-01
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-02
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-02
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-02
Apple AirPods 2 gen,532,5,15,0,Słuchawki (douszne),Komputronik,2024-12-02
JBL Tune 770 BT NC Czarny,279,5,4,1,Słuchawki (nauszne),Komputronik,2024-12-02
JBL Tune 520 BT Czarne,141,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-02
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-02
Soundcore Liberty 4 NC Czarne,269,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-02
Sony WHCH720 Czarne,287,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-02
Apple AirPods 4 gen,594,,0,1,Słuchawki (douszne),Komputronik,2024-12-02
Apple AirPods 4 gen ANC,840,,0,1,Słuchawki (douszne),Komputronik,2024-12-02
Samsung Galaxy Tab A9 8.7 128GB szary (X110),749,5,7,1,Tablet,Komputronik,2024-12-02
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,3,0,Tablet,Komputronik,2024-12-02
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-12-02
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-02
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-02
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1599,,0,0,Tablet,Komputronik,2024-12-02
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-02
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-02
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-02
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-02
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-12-02
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-12-02
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,402,5,1,0,Monitor,Komputronik,2024-12-02
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1049,5,1,1,Monitor,Komputronik,2024-12-02
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-03
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-03
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-03
Apple AirPods 2 gen,699,5,15,0,Słuchawki (douszne),Komputronik,2024-12-03
JBL Tune 770 BT NC Czarny,299,5,4,1,Słuchawki (nauszne),Komputronik,2024-12-03
JBL Tune 520 BT Czarne,145,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-03
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-03
Soundcore Liberty 4 NC Czarne,269,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-03
Sony WHCH720 Czarne,329,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-03
Apple AirPods 4 gen,594,,0,1,Słuchawki (douszne),Komputronik,2024-12-03
Apple AirPods 4 gen ANC,840,,0,1,Słuchawki (douszne),Komputronik,2024-12-03
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,1,Tablet,Komputronik,2024-12-03
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-12-03
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-12-03
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-03
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-03
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1149,,0,1,Tablet,Komputronik,2024-12-03
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-03
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-03
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-03
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-03
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-12-03
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-12-03
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,469,5,1,0,Monitor,Komputronik,2024-12-03
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1049,5,1,1,Monitor,Komputronik,2024-12-03
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-04
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-04
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-04
Apple AirPods 2 gen,699,5,15,0,Słuchawki (douszne),Komputronik,2024-12-04
JBL Tune 770 BT NC Czarny,299,5,4,0,Słuchawki (nauszne),Komputronik,2024-12-04
JBL Tune 520 BT Czarne,145,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-04
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-04
Soundcore Liberty 4 NC Czarne,269,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-04
Sony WHCH720 Czarne,329,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-04
Apple AirPods 4 gen,599,,0,1,Słuchawki (douszne),Komputronik,2024-12-04
Apple AirPods 4 gen ANC,849,,0,1,Słuchawki (douszne),Komputronik,2024-12-04
Samsung Galaxy Tab A9 8.7 128GB szary (X110),747,5,7,1,Tablet,Komputronik,2024-12-04
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-12-04
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1594,5,7,1,Tablet,Komputronik,2024-12-04
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-04
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-04
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1149,,0,1,Tablet,Komputronik,2024-12-04
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-04
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-04
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-04
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-04
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-12-04
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-12-04
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,402,5,1,1,Monitor,Komputronik,2024-12-04
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1499,5,1,1,Monitor,Komputronik,2024-12-04
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-05
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-05
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-05
Apple AirPods 2 gen,699,5,15,0,Słuchawki (douszne),Komputronik,2024-12-05
JBL Tune 770 BT NC Czarny,349,5,4,0,Słuchawki (nauszne),Komputronik,2024-12-05
JBL Tune 520 BT Czarne,179,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-05
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-05
Soundcore Liberty 4 NC Czarne,289,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-05
Sony WHCH720 Czarne,329,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-05
Apple AirPods 4 gen,599,,0,1,Słuchawki (douszne),Komputronik,2024-12-05
Apple AirPods 4 gen ANC,849,,0,1,Słuchawki (douszne),Komputronik,2024-12-05
Samsung Galaxy Tab A9 8.7 128GB szary (X110),747,5,7,1,Tablet,Komputronik,2024-12-05
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,3,0,Tablet,Komputronik,2024-12-05
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1594,5,7,1,Tablet,Komputronik,2024-12-05
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-05
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-05
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1149,,0,1,Tablet,Komputronik,2024-12-05
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-05
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-05
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-05
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-05
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-12-05
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-12-05
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,469,5,1,0,Monitor,Komputronik,2024-12-05
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1499,5,1,1,Monitor,Komputronik,2024-12-05
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-06
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-06
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-06
Apple AirPods 2 gen,541,5,15,1,Słuchawki (douszne),Komputronik,2024-12-06
JBL Tune 770 BT NC Czarny,299,5,4,1,Słuchawki (nauszne),Komputronik,2024-12-06
JBL Tune 520 BT Czarne,141,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-06
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-06
Soundcore Liberty 4 NC Czarne,335,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-06
Sony WHCH720 Czarne,329,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-06
Apple AirPods 4 gen,595,,0,1,Słuchawki (douszne),Komputronik,2024-12-06
Apple AirPods 4 gen ANC,849,,0,1,Słuchawki (douszne),Komputronik,2024-12-06
Samsung Galaxy Tab A9 8.7 128GB szary (X110),747,5,7,1,Tablet,Komputronik,2024-12-06
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1799,5,3,1,Tablet,Komputronik,2024-12-06
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1594,5,7,1,Tablet,Komputronik,2024-12-06
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-06
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-06
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1599,,0,0,Tablet,Komputronik,2024-12-06
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-06
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-06
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-06
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-06
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-12-06
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-12-06
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,402,5,1,1,Monitor,Komputronik,2024-12-06
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,999,5,1,1,Monitor,Komputronik,2024-12-06
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-07
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-07
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-07
Apple AirPods 2 gen,699,5,15,0,Słuchawki (douszne),Komputronik,2024-12-07
JBL Tune 770 BT NC Czarny,299,5,4,1,Słuchawki (nauszne),Komputronik,2024-12-07
JBL Tune 520 BT Czarne,141,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-07
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-07
Soundcore Liberty 4 NC Czarne,259,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-07
Sony WHCH720 Czarne,329,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-07
Apple AirPods 4 gen,594,,0,1,Słuchawki (douszne),Komputronik,2024-12-07
Apple AirPods 4 gen ANC,849,,0,1,Słuchawki (douszne),Komputronik,2024-12-07
Samsung Galaxy Tab A9 8.7 128GB szary (X110),747,5,7,1,Tablet,Komputronik,2024-12-07
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1799,5,3,1,Tablet,Komputronik,2024-12-07
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1594,5,7,1,Tablet,Komputronik,2024-12-07
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-07
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-07
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1599,,0,0,Tablet,Komputronik,2024-12-07
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-07
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-07
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-07
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-07
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,0,Monitor,Komputronik,2024-12-07
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,0,Monitor,Komputronik,2024-12-07
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,402,5,1,1,Monitor,Komputronik,2024-12-07
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,999,5,1,1,Monitor,Komputronik,2024-12-07
Samsung Galaxy Buds3 Srebrne,499,5,2,1,Słuchawki (douszne),Komputronik,2024-12-08
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-08
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-08
Apple AirPods 2 gen,699,5,15,0,Słuchawki (douszne),Komputronik,2024-12-08
JBL Tune 770 BT NC Czarny,299,5,4,1,Słuchawki (nauszne),Komputronik,2024-12-08
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-08
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-12-08
Soundcore Liberty 4 NC Czarne,259,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-12-08
Sony WHCH720 Czarne,329,5,22,1,Słuchawki (nauszne),Komputronik,2024-12-08
Apple AirPods 4 gen,594,,0,1,Słuchawki (douszne),Komputronik,2024-12-08
Apple AirPods 4 gen ANC,849,,0,1,Słuchawki (douszne),Komputronik,2024-12-08
Samsung Galaxy Tab A9 8.7 128GB szary (X110),747,5,7,1,Tablet,Komputronik,2024-12-08
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1799,5,3,1,Tablet,Komputronik,2024-12-08
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1594,5,7,1,Tablet,Komputronik,2024-12-08
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-12-08
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,0,Tablet,Komputronik,2024-12-08
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1599,,0,0,Tablet,Komputronik,2024-12-08
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),949,5,8,0,Tablet,Komputronik,2024-12-08
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-12-08
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,559,5,3,1,Monitor,Komputronik,2024-12-08
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,0,Monitor,Komputronik,2024-12-08
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,0,Monitor,Komputronik,2024-12-08
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,0,Monitor,Komputronik,2024-12-08
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,402,5,1,1,Monitor,Komputronik,2024-12-08
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,999,5,1,1,Monitor,Komputronik,2024-12-08
Samsung Galaxy Buds3 Srebrne,749,5,2,1,Słuchawki (douszne),Komputronik,2024-12-09
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-12-09
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-12-09
Apple AirPods 2 gen,699,5,15,1,Słuchawki (douszne),Komputronik,2024-12-09
JBL Tune 770 BT NC Czarny,299,5,4,1,Słuchawki (nauszne),Komputronik,2024-12-09
JBL Tune 520 BT Czarne,158,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-12-09
