Nazwa urzadzenia,Cena (zł),Ocena,Liczba ocen,Czy dostepny,Typ urzadzenia,Sklep,Data
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-11-24
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,10,1,Słuchawki (dokanałowe),Media Expert,2024-11-24
Słuchawki nauszne SONY WHCH720NB Czarny,299.99,4.8,60,1,Słuchawki (nauszne),Media Expert,2024-11-24
Słuchawki douszne APPLE AirPods 4,599.00,5,27,1,Słuchawki (douszne),Media Expert,2024-11-24
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,786.94,4.7,40,1,Słuchawki (douszne),Media Expert,2024-11-24
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-11-24
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,27,1,Tablet,Media Expert,2024-11-24
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,123,1,Tablet,Media Expert,2024-11-24
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-11-24
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.99,5,3,1,Tablet,Media Expert,2024-11-24
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-11-24
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,51,1,Tablet,Media Expert,2024-11-24
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1999.99,5,1,1,Monitor,Media Expert,2024-11-24
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",559.91,4.8,13,1,Monitor,Media Expert,2024-11-24
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",919.00,4.6,5,1,Monitor,Media Expert,2024-11-24
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",790.00,4.9,8,1,Monitor,Media Expert,2024-11-24
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",712.76,,0,1,Monitor,Media Expert,2024-11-24
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",429.00,4.8,4,1,Monitor,Media Expert,2024-11-24
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",999.00,4.3,2,1,Monitor,Media Expert,2024-11-24
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,499.00,4.3,17,1,Słuchawki (douszne),Media Expert,2024-11-25
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),815.06,4.7,39,1,Słuchawki (douszne),Media Expert,2024-11-25
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),859.00,4.9,195,1,Słuchawki (dokanałowe),Media Expert,2024-11-25
Słuchawki douszne APPLE AirPods II Biały,483.33,4.9,699,1,Słuchawki (douszne),Media Expert,2024-11-25
Słuchawki nauszne JBL Tune 770NC Czarny,239.42,4.7,90,1,Słuchawki (nauszne),Media Expert,2024-11-25
Słuchawki nauszne JBL Tune 520BT Czarny,145.99,4.7,147,1,Słuchawki (nauszne),Media Expert,2024-11-25
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-11-25
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,11,1,Słuchawki (dokanałowe),Media Expert,2024-11-25
Słuchawki nauszne SONY WHCH720NB Czarny,299.99,4.8,60,1,Słuchawki (nauszne),Media Expert,2024-11-25
Słuchawki douszne APPLE AirPods 4,599.00,5,29,1,Słuchawki (douszne),Media Expert,2024-11-25
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,786.94,4.8,41,1,Słuchawki (douszne),Media Expert,2024-11-25
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-11-25
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,28,1,Tablet,Media Expert,2024-11-25
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,123,1,Tablet,Media Expert,2024-11-25
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-11-25
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.99,5,3,1,Tablet,Media Expert,2024-11-25
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-11-25
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,51,1,Tablet,Media Expert,2024-11-25
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1999.99,5,1,1,Monitor,Media Expert,2024-11-25
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",559.91,4.8,13,1,Monitor,Media Expert,2024-11-25
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",919.00,4.7,6,1,Monitor,Media Expert,2024-11-25
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",790.00,4.9,8,1,Monitor,Media Expert,2024-11-25
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",711.42,,0,1,Monitor,Media Expert,2024-11-25
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",429.00,4.8,4,1,Monitor,Media Expert,2024-11-25
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",999.00,4.3,2,1,Monitor,Media Expert,2024-11-25
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,499.00,4.3,17,1,Słuchawki (douszne),Media Expert,2024-11-26
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),815.06,4.7,40,1,Słuchawki (douszne),Media Expert,2024-11-26
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),859.00,4.9,196,1,Słuchawki (dokanałowe),Media Expert,2024-11-26
Słuchawki douszne APPLE AirPods II Biały,483.33,4.9,699,1,Słuchawki (douszne),Media Expert,2024-11-26
Słuchawki nauszne JBL Tune 770NC Czarny,239.42,4.7,90,1,Słuchawki (nauszne),Media Expert,2024-11-26
Słuchawki nauszne JBL Tune 520BT Czarny,139.00,4.7,148,1,Słuchawki (nauszne),Media Expert,2024-11-26
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-11-26
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,12,1,Słuchawki (dokanałowe),Media Expert,2024-11-26
Słuchawki nauszne SONY WHCH720NB Czarny,299.99,4.8,60,1,Słuchawki (nauszne),Media Expert,2024-11-26
Słuchawki douszne APPLE AirPods 4,599.00,5,31,1,Słuchawki (douszne),Media Expert,2024-11-26
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,786.94,4.8,42,1,Słuchawki (douszne),Media Expert,2024-11-26
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-11-26
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,28,1,Tablet,Media Expert,2024-11-26
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,124,1,Tablet,Media Expert,2024-11-26
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-11-26
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.98,5,3,1,Tablet,Media Expert,2024-11-26
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-11-26
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,51,1,Tablet,Media Expert,2024-11-26
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1599.99,5,1,1,Monitor,Media Expert,2024-11-26
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",559.90,4.8,13,1,Monitor,Media Expert,2024-11-26
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",919.00,4.7,6,1,Monitor,Media Expert,2024-11-26
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",790.00,4.9,8,1,Monitor,Media Expert,2024-11-26
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",707.75,,0,1,Monitor,Media Expert,2024-11-26
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",429.00,4.8,4,1,Monitor,Media Expert,2024-11-26
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",999.00,4.3,2,1,Monitor,Media Expert,2024-11-26
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,499.00,4.3,17,1,Słuchawki (douszne),Media Expert,2024-11-27
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),815.06,4.7,40,1,Słuchawki (douszne),Media Expert,2024-11-27
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),999.00,4.9,198,1,Słuchawki (dokanałowe),Media Expert,2024-11-27
Słuchawki douszne APPLE AirPods II Biały,483.33,4.9,699,1,Słuchawki (douszne),Media Expert,2024-11-27
Słuchawki nauszne JBL Tune 770NC Czarny,239.42,4.7,90,1,Słuchawki (nauszne),Media Expert,2024-11-27
Słuchawki nauszne JBL Tune 520BT Czarny,139.00,4.7,148,1,Słuchawki (nauszne),Media Expert,2024-11-27
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-11-27
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,12,1,Słuchawki (dokanałowe),Media Expert,2024-11-27
Słuchawki nauszne SONY WHCH720NB Czarny,287.00,4.8,61,1,Słuchawki (nauszne),Media Expert,2024-11-27
Słuchawki douszne APPLE AirPods 4,569.99,5,31,1,Słuchawki (douszne),Media Expert,2024-11-27
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,779.99,4.7,46,1,Słuchawki (douszne),Media Expert,2024-11-27
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-11-27
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,28,1,Tablet,Media Expert,2024-11-27
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,124,1,Tablet,Media Expert,2024-11-27
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-11-27
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.97,5,3,1,Tablet,Media Expert,2024-11-27
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,,0,0,Tablet,Media Expert,2024-11-27
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,52,1,Tablet,Media Expert,2024-11-27
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",,5,1,0,Monitor,Media Expert,2024-11-27
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",559.89,4.8,13,1,Monitor,Media Expert,2024-11-27
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",919.00,4.7,6,1,Monitor,Media Expert,2024-11-27
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",790.00,4.9,8,1,Monitor,Media Expert,2024-11-27
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",707.27,,0,1,Monitor,Media Expert,2024-11-27
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",429.00,4.8,4,1,Monitor,Media Expert,2024-11-27
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",999.00,4.3,2,1,Monitor,Media Expert,2024-11-27
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,499.00,4.3,17,1,Słuchawki (douszne),Media Expert,2024-11-28
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),815.06,4.7,40,1,Słuchawki (douszne),Media Expert,2024-11-28
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),999.00,4.9,202,1,Słuchawki (dokanałowe),Media Expert,2024-11-28
Słuchawki douszne APPLE AirPods II Biały,483.33,4.9,699,1,Słuchawki (douszne),Media Expert,2024-11-28
Słuchawki nauszne JBL Tune 770NC Czarny,239.42,4.7,91,1,Słuchawki (nauszne),Media Expert,2024-11-28
Słuchawki nauszne JBL Tune 520BT Czarny,139.00,4.7,149,1,Słuchawki (nauszne),Media Expert,2024-11-28
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-11-28
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,12,1,Słuchawki (dokanałowe),Media Expert,2024-11-28
Słuchawki nauszne SONY WHCH720NB Czarny,287.00,4.8,61,1,Słuchawki (nauszne),Media Expert,2024-11-28
Słuchawki douszne APPLE AirPods 4,569.99,5,31,1,Słuchawki (douszne),Media Expert,2024-11-28
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,779.99,4.7,47,1,Słuchawki (douszne),Media Expert,2024-11-28
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-11-28
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,29,1,Tablet,Media Expert,2024-11-28
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,124,1,Tablet,Media Expert,2024-11-28
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-11-28
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.96,5,3,1,Tablet,Media Expert,2024-11-28
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,,,0,Tablet,Media Expert,2024-11-28
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,52,1,Tablet,Media Expert,2024-11-28
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1872.97,5,1,1,Monitor,Media Expert,2024-11-28
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",599.99,4.8,13,1,Monitor,Media Expert,2024-11-28
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",919.00,4.7,6,1,Monitor,Media Expert,2024-11-28
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",790.00,4.9,8,1,Monitor,Media Expert,2024-11-28
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",706.22,,0,1,Monitor,Media Expert,2024-11-28
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",429.00,4.8,4,1,Monitor,Media Expert,2024-11-28
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",999.00,4.3,2,1,Monitor,Media Expert,2024-11-28
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,499.00,4.3,17,1,Słuchawki (douszne),Media Expert,2024-11-29
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),815.06,4.7,40,1,Słuchawki (douszne),Media Expert,2024-11-29
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),849.00,4.9,206,1,Słuchawki (dokanałowe),Media Expert,2024-11-29
Słuchawki douszne APPLE AirPods II Biały,483.33,4.9,700,1,Słuchawki (douszne),Media Expert,2024-11-29
Słuchawki nauszne JBL Tune 770NC Czarny,349.99,4.7,93,1,Słuchawki (nauszne),Media Expert,2024-11-29
Słuchawki nauszne JBL Tune 520BT Czarny,135.00,4.7,151,1,Słuchawki (nauszne),Media Expert,2024-11-29
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-11-29
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,12,1,Słuchawki (dokanałowe),Media Expert,2024-11-29
Słuchawki nauszne SONY WHCH720NB Czarny,287.00,4.8,61,1,Słuchawki (nauszne),Media Expert,2024-11-29
Słuchawki douszne APPLE AirPods 4,529.00,5,33,1,Słuchawki (douszne),Media Expert,2024-11-29
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.99,4.7,47,1,Słuchawki (douszne),Media Expert,2024-11-29
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-11-29
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.9,30,1,Tablet,Media Expert,2024-11-29
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1594.00,4.9,124,1,Tablet,Media Expert,2024-11-29
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-11-29
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.95,5,3,1,Tablet,Media Expert,2024-11-29
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",1149.00,5,2,1,Tablet,Media Expert,2024-11-29
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,52,1,Tablet,Media Expert,2024-11-29
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1872.97,5,1,1,Monitor,Media Expert,2024-11-29
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",599.99,4.8,13,1,Monitor,Media Expert,2024-11-29
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",919.00,4.7,6,1,Monitor,Media Expert,2024-11-29
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-11-29
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",706.86,,0,1,Monitor,Media Expert,2024-11-29
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",402.00,4.8,4,1,Monitor,Media Expert,2024-11-29
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",999.00,4.3,2,1,Monitor,Media Expert,2024-11-29
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,499.00,4.3,17,1,Słuchawki (douszne),Media Expert,2024-11-30
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),815.06,4.7,40,1,Słuchawki (douszne),Media Expert,2024-11-30
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),999.00,4.9,206,1,Słuchawki (dokanałowe),Media Expert,2024-11-30
Słuchawki douszne APPLE AirPods II Biały,483.33,4.9,700,1,Słuchawki (douszne),Media Expert,2024-11-30
Słuchawki nauszne JBL Tune 770NC Czarny,349.99,4.7,93,1,Słuchawki (nauszne),Media Expert,2024-11-30
Słuchawki nauszne JBL Tune 520BT Czarny,135.00,4.7,151,1,Słuchawki (nauszne),Media Expert,2024-11-30
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-11-30
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,12,1,Słuchawki (dokanałowe),Media Expert,2024-11-30
Słuchawki nauszne SONY WHCH720NB Czarny,287.00,4.8,61,1,Słuchawki (nauszne),Media Expert,2024-11-30
Słuchawki douszne APPLE AirPods 4,529.00,5,33,1,Słuchawki (douszne),Media Expert,2024-11-30
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,779.00,4.7,47,1,Słuchawki (douszne),Media Expert,2024-11-30
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-11-30
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.9,30,1,Tablet,Media Expert,2024-11-30
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1594.00,4.9,124,1,Tablet,Media Expert,2024-11-30
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-11-30
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.94,5,3,1,Tablet,Media Expert,2024-11-30
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",1149.00,5,2,1,Tablet,Media Expert,2024-11-30
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,52,1,Tablet,Media Expert,2024-11-30
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1872.97,5,1,1,Monitor,Media Expert,2024-11-30
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",599.99,4.8,13,1,Monitor,Media Expert,2024-11-30
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",919.00,4.7,6,1,Monitor,Media Expert,2024-11-30
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-11-30
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",706.86,,0,1,Monitor,Media Expert,2024-11-30
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",402.00,4.8,4,1,Monitor,Media Expert,2024-11-30
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",999.00,4.3,2,1,Monitor,Media Expert,2024-11-30
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,499.00,4.3,17,1,Słuchawki (douszne),Media Expert,2024-12-01
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),815.06,4.7,40,1,Słuchawki (douszne),Media Expert,2024-12-01
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),999.00,4.9,206,1,Słuchawki (dokanałowe),Media Expert,2024-12-01
Słuchawki douszne APPLE AirPods II Biały,483.33,4.9,700,1,Słuchawki (douszne),Media Expert,2024-12-01
Słuchawki nauszne JBL Tune 770NC Czarny,349.99,4.7,93,1,Słuchawki (nauszne),Media Expert,2024-12-01
Słuchawki nauszne JBL Tune 520BT Czarny,135.00,4.7,151,1,Słuchawki (nauszne),Media Expert,2024-12-01
Słuchawki nauszne TECHNICS EAH-A800 Czarny,861.97,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-12-01
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,269.00,4.9,12,1,Słuchawki (dokanałowe),Media Expert,2024-12-01
Słuchawki nauszne SONY WHCH720NB Czarny,287.00,4.8,61,1,Słuchawki (nauszne),Media Expert,2024-12-01
Słuchawki douszne APPLE AirPods 4,529.00,5,33,1,Słuchawki (douszne),Media Expert,2024-12-01
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,779.00,4.7,47,1,Słuchawki (douszne),Media Expert,2024-12-01
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",749.00,4.5,6,1,Tablet,Media Expert,2024-12-01
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.9,30,1,Tablet,Media Expert,2024-12-01
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1594.00,4.9,124,1,Tablet,Media Expert,2024-12-01
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,27,1,Tablet,Media Expert,2024-12-01
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1498.94,5,3,1,Tablet,Media Expert,2024-12-01
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",1149.00,5,2,1,Tablet,Media Expert,2024-12-01
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",949.00,4.8,52,1,Tablet,Media Expert,2024-12-01
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1872.97,5,1,1,Monitor,Media Expert,2024-12-01
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",599.99,4.8,13,1,Monitor,Media Expert,2024-12-01
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",1149.00,4.7,6,1,Monitor,Media Expert,2024-12-01
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-12-01
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",706.86,,0,1,Monitor,Media Expert,2024-12-01
